LegalNm,BusNm,Address,City,State,Country,Zipcode,Phone_Number,Website,Total_Assets,Clients
"KOLLAR WEALTH ADVISORS, LLC","KOLLAR WEALTH ADVISORS, LLC",ONE NORTHBROOK PLACE,NORTHBROOK,IL,United States,60062,847-291-4300,HTTP://WWW.KOLLARWEALTHADVISORS.COM/,12332862,0
"LEGACY INVESTMENT ADVISORS, LLC","LEGACY INVESTMENT ADVISORS, LLC",3000 ATRIUM WAY,MT. LAUREL,NJ,United States,08054,856-751-7909,HTTPS://WWW.LEGACYRIA.COM,12334500,0
"S & A FINANCIAL STRATEGIES & SERVICES, LLC","S & A FINANCIAL STRATEGIES & SERVICES, LLC",1101 NORTH KINGS HIGHWAY - SUITE 204,CHERRY HILL,NJ,United States,08034,856-482-1250,HTTP://WWW.LETSMAKESENSE.INFO,12335719,26-50
HERZFELD GROUP INC,THE HERZFELD GROUP,"1715 EAST BAY DRIVE, SUITE C",LARGO,FL,United States,33771,7275870009,HTTP://WWW.HERZFELD.NET,12340499,0
OAKVIEW WEALTH SOLUTIONS LLC,OAKVIEW WEALTH SOLUTIONS LLC,1360 S 5TH ST,SAINT CHARLES,MO,United States,63301,636-498-4326,http://www.oakviewwealth.biz,12342928,1-10
BRIAN THOMPSON FINANCIAL LLC,BRIAN THOMPSON FINANCIAL,,,,,,312-624-8320,https://www.instagram.com/btfinancial/,12344290,26-50
SJOSTROM FINANCIAL PLANNING INC.,SJOSTROM FINANCIAL PLANNING INC.,,,,,,708-445-3732,,12350000,26-50
3A FINANCIAL GROUP LLC,3A FINANCIAL GROUP LLC,,,,,,(248) 763-5413,,12363680,1-10
"PEABODY RIVER ASSET MANAGEMENT, LLC","PEABODY RIVER ASSET MANAGEMENT, LLC",,,,,,617-497-6358,HTTP://WWW.PEABODYRIVER.COM,12365763,0
"ECT ADVISORY, LLC","ECT ADVISORY, LLC",,,,,,407-948-1771,HTTP://WWW.ECTADVISORY.COM,12367135,0
TYTON WEALTH,TYTON WEALTH,"MEGURO-KU, MITA 2-12-6-401",TOKYO,,Japan,153-0062,307-269-0914,https://www.facebook.com/Tyton-Wealth-535736633829527/,12372092,
"KLEIN WEALTH MANAGEMENT, LLC","KLEIN WEALTH MANAGEMENT, LLC",503 CLOISTERBANE DRIVE,SAINT JOHNS,FL,United States,32259,904-910-1426,,12377979,26-50
"NEW CUMNOCK CONSULTING, INC.",KEVIN HEBSON & COMPANY,1001 GREEN BAY ROAD,WINNETKA,IL,United States,60093,424-252-1226,,12380933,0
"RONALD A. BARTLETT & ASSOCIATES, LTD","RONALD A. BARTLETT & ASSOCIATES, LTD",31-07 FARRINGTON ST.,FLUSHING,NY,United States,11354,718-461-7632,https://www.ronbarretire.com/,12381596,0
"WELLS STREET ADVISORS, LLC","WELLS STREET ADVISORS, LLC",411 S. WELLS STREET,CHICAGO,IL,United States,60607,312-663-3052,,12382000,0
"RODARTE-BRADSHAW, INC D/B/A CAPITAL CONSULTING GROUP, INC.","CAPITAL CONSULTING GROUP, INC",2805 MILLWOOD AVE,COLUMBIA,SC,United States,29205-1298,803-771-9090,,12384746,
FOUR SEASONS INVESTMENT MANAGEMENT LLC,FOUR SEASONS INVESTMENT MANAGEMENT LLC,,,,,,240-841-1973,HTTP://WWW.FSINVESTMENTMANAGEMENT.COM,12392114,0
"LFL WEALTH ADVISORY SERVICES, LLC","LFL WEALTH ADVISORY SERVICES, LLC",,,,,,201-461-1500,,12392649,0
REX MANAGEMENT LLC,REX MANAGEMENT LLC,,,,,,864-244-7775,,12395256,0
GREYHAWK ADVISORS LLC,GREYHAWK ADVISORS LLC,,,,,,(646) 205-3659,,12400000,1-10
"STAPLETON & CO., LLC DBA STAPLETON FINANCIAL GROUP",STAPLETON FINANCIAL GROUP,1511 14TH STREET WEST,BILLINGS,MT,United States,59102,406-655-3800,,12400000,11-25
"GLOBAL STEWARD ADVISORS, LLC","GLOBAL STEWARD ADVISORS, LLC",24(B) E ROSEVILLE ROAD,LANCASTER,PA,United States,17601,717-560-2813,HTTPS://WWW.SAFEIRA.ORG,12400000,
MCDONALD HARTMAN FINANCIAL GROUP INC,MCDONALD HARTMAN WEALTH ADVISORS,11755 WILSHIRE BLVD,LOS ANGELES,CA,United States,90025,310-499-2443,,12400000,0
RUSSO BRUCE EDWARD,RUSSO INVESTMENT MANAGEMENT,,,,,,513-720-7838,,12401111,11-25
"ENDRESS CAPITAL MANAGEMENT, L.L.C.","ENDRESS CAPITAL MANAGEMENT, L.L.C.",100 NORTH MAIN STREET,EVANSVILLE,IN,United States,47711-5438,(812) 250-6055,HTTP://WWW.ENDRESSCAPITAL.COM,12405088,51-100
"CLEAR NET WORTH, L.L.C.","CLEAR NET WORTH, L.L.C.",16850 WATERLEAF AVE,BATON ROUGE,LA,United States,70817,225-572-5546,HTTP://WWW.CLEARNETWORTH.COM,12408086,0
"ETF MODEL SOLUTIONS, LLC","ETF MODEL SOLUTIONS, LLC",W6272 COMMUNICATION COURT,APPLETON,WI,United States,54914-8531,920-785-6010,HTTPS://WWW.FACEBOOK.COM/ETFModels,12408833,0
FSC ADVISORS LLC,FSC ADVISORS LLC,920 SOUTH MAIN ST 101,NORTH CANTON,OH,United States,44720,330-494-8824,,12413147,101-250
PEGASUS INVESTMENT MANAGEMENT LLC,PEGASUS INVESTMENT MANAGEMENT LLC,,,,,,206-3317953,,12413770,0
"PALMER WEALTH PLANNING, LLC",PALMER WEALTH PLANNING,,,,,,615-578-1800,http://www.palmerwp.com/,12414482,26-50
"MAZUELOS & COMPANY, LLC","MAZUELOS & COMPANY, LLC",,,,,,954-695-8880,https://linkedin.com/in/robertmazuelos/,12417680,
ENDURING INVESTMENTS LLC,ENDURING INVESTMENTS LLC,,,,,,973-457-4602,HTTPS://TWITTER.COM/INFLATION_GUY,12419429,0
"ENCORE WEALTH ADVISORS, LLC","ENCORE WEALTH ADVISORS, LLC",,,,,,520-235-6985,HTTP://WWW.ENCOREWEALTHADVISORS.COM,12420865,1-10
SPINNAKER ASSET MANAGEMENT INC.,SPINNAKER ASSET MANAGEMENT INC.,,,,,,401-884-3210,https://www.spinnakerassetmgt.com/,12429948,1-10
NXT:GEN FINANCIAL PLANNING LLC,NXT:GEN FINANCIAL PLANNING,,,,,,832-331-4714,https://www.linkedin.com/in/ashleyfoster-cfp/,12430000,26-50
"INS CAPITAL MANAGEMENT, LLC","INS CAPITAL MANAGEMENT, LLC",,,,,,303-778-0688,https://www.inscapital.com,12431969,1-10
"CLEARTREE ASSET MANAGEMENT, INC.","CLEARTREE ASSET MANAGEMENT, INC.",711 S. HOWARD AVENUE,TAMPA,FL,United States,33606,(813) 540-2702,HTTPS://CLEARTREEASSET.COM,12433309,51-100
"TAG INVESTMENT ADVISORS, LLC","TAG INVESTMENT ADVISORS, LLC",11932 BALM RIVERVIEW RD,RIVERVIEW,FL,United States,33569,813-628-8008,HTTP://WWW.TAGADVISORS.COM/,12442984,
"KILZER, BARRY MILO",KILZER WEALTH MANAGEMENT,26465 CARMEL RANCHO BL # 4,CARMEL,CA,United States,93923,831-624-7783,HTTP://WWW.KILZERWEALTH.COM,12444971,0
MIDWEST WEALTH SOLUTIONS LLC,MIDWEST WEALTH SOLUTIONS LLC,19575 JANACEK CT 104,BROOKFIELD,WI,United States,53045,414-777-0700,https://www.midwestwealthsolutions.com,12463229,1-10
MINDFUL WEALTH LLC,MINDFUL WEALTH LLC,5431 CHIPPEWA ST,ST. LOUIS,MO,United States,63109,314-462-2004,HTTPS://WWW.MINDFULWEALTHSTL.COM,12465035,11-25
"SHB ADVISORS, LLC",SHB ADVISORS,1050 30TH ST NW,WASHINGTON,DC,United States,20007,2027191726,HTTPS://WWW.LINKEDIN.COM/COMPANY/11048901/,12483687,
VETTER PLANNING LLC,VETTER PLANNING,,,,,,973-638-2508,HTTP://WWW.VETTERPLANNING.COM,12486417,26-50
"BURGE FINANCIAL, INC.",BURGE FINANCIAL,2000 L STREET,SACRAMENTO,CA,United States,95811,916-622-0298,HTTP://WWW.BURGEFINANCIAL.COM/,12487000,26-50
CREO GLOBAL CAPITAL LLC,CREO GLOBAL CAPITAL LLC,1026 S. MAIN ST.,ANN ARBOR,MI,United States,48104,313/350-3566,HTTP://WWW.CREOGC.COM,12489636,1-10
"SATYA INVESTMENT MANAGEMENT, LLC","SATYA INVESTMENT MANAGEMENT, LLC",5251 WEST 116TH STREET SUITE 200,LEAWOOD,KS,United States,66211,(646) 232-6876,HTTPS://WWW.FACEBOOK.COM/SATYAINVESTMENTMANAGEMENT/,12491782,
"CELTIC CONSULTING SERVICES, LLC","CELTIC CONSULTING SERVICES, INC.",,,,,,702-901-7778,HTTP://WWW.CELTICCONSULTINGSERVIES.COM,12500000,26-50
"BOOTH ASSET MANAGEMENT, LLC","BOOTH ASSET MANAGEMENT, LLC",,,,,,910-223-0148,https://www.facebook.com/Booth-Asset-Management-LLC-857962284368075/,12500000,26-50
"HAZEL RIDGE ADVISORS, LLC","HAZEL RIDGE ADVISORS, LLC",,,,,,(847) 331-5655,HTTPS://HAZELRIDGEADVISORS.COM/,12500000,0
"FARRAUTO WEALTH MANAGEMENT, INC","FARRAUTO WEALTH MANAGEMENT, INC","ONE LIBERTY PLAZA, 165 BROADWAY",NEW YORK,NY,United States,10006,212-858-9254,HTTP://FARRAUTOWEALTH.COM,12500000,51-100
EPIPHANY WEALTH MANAGEMENT LLC,EPIPHANY WEALTH MANAGEMENT,4544 POST OAK PLACE DRIVE,HOUSTON,TX,United States,77027,832 831-0590,HTTP://WWW.EPIPHANYWEALTH.COM,12500000,26-50
"CASTLEWOOD FINANCIAL ADVISORS, LLC","CASTLEWOOD FINANCIAL ADVISORS, LLC",,,,,,925-899-0133,,12500000,51-100
"RED TRIANGLE, LLC","RED TRIANGLE, LLC",75 PORT CITY LNDG,MT. PLEASANT,SC,United States,29464,843-573-7277,HTTP://ALPHAVEST.COM,12500000,11-25
"WEBB,DARVON JAMES",RETIREMENT SOLUTIONS,,,,,,281-412-6473,,12500000,0
THE FINANCIAL PLANNING COMPANY OF MINNESOTA,THE FINANCIAL PLANNING CO.,,,,,,763-221-3447,http://www.thefinancialplanningco.com,12500000,101-250
OZ WEALTH MANAGEMENT LLC,OZ WEALTH MANAGEMENT LLC,300 SPECTRUM CENTER DRIVE,IRVINE,CA,United States,92618,949-378-5530,,12500000,
DECISIONAL WEALTH ADVISORS LLC,DECISIONAL WEALTH ADVISORS LLC,160 LINDEN OAKS,ROCHESTER,NY,United States,14625,585-662-3123,,12500000,0
DECISIONAL WEALTH ADVISORS LLC,DECISIONAL WEALTH ADVISORS LLC,160 LINDEN OAKS,ROCHESTER,NY,United States,14625,585-662-3123,,12500000,0
BRIAN KEITH ROBERTS,INTEGRATED FINANCIAL MANAGEMENT,,,,,,775-835-6643,,12501180,0
"MCLEAN FINANCIAL PLANNING AND INVESTMENT MANAGEMENT, INC.",MCLEAN FINANCIAL PLANNING AND INVESTMENT MANAGEMENT,9356 IVAN COURT,MENTOR,OH,United States,44060,440-339-3550,HTTP://WWW.MCLEANINVESTMENTPLANNING.COM,12505327,1-10
"TAYLOR, NIGEL BRIAN",TAYLOR & ASSOCIATES,,,,,,310-260-1126,HTTP://WWW.IAMAFIDUCIARY.COM,12506186,0
"SUPERFUND ADVISORS, INC.","SUPERFUND ADVISORS, INC.","SUPERFUND OFFICE BUILDING, BOX 1568",ST. GEORGE'S,,Grenada,00000,1-473-439-6704,,12507484,
"NEXUS CAPITAL, LLC","NEXUS CAPITAL, LLC",1175 PITTSFORD VICTOR RD,PITTSFORD,NY,United States,14534,585-348-9090,https://www.linkedin.com/company/ncapco,12511112,1-10
ORCHESTRAL FINANCIAL GROUP INC.,ORCHESTRAL FINANCIAL GROUP INC.,"1404 SWEET HOME RD., STE. 8",AMHERST,NY,United States,14228,716-691-4288,HTTP://WWW.ORCHESTRALFINANCIAL.COM/,12515753,1-10
"GOODRICH FINANCIAL GROUP, LLC","GOODRICH FINANCIAL GROUP, LLC",3296 VIA ZAMORA,ESCONDIDO,CA,United States,92029,760-317-1067,HTTP://GOODRICHFG.COM,12521000,0
"CAMELBACK CAPITAL MANAGEMENT, LLC","CAMELBACK CAPITAL MANAGEMENT, LLC",,,,,,602-955-9501,,12523863,
"WORTHEN FINANCIAL ADVISORS, INC.",WORTHEN FINANCIAL ADVISORS,104 MELODY LANE,FRIENDSWOOD,TX,United States,77546,832-895-1188,https://worthenfinancial.com,12524606,1-10
CAMARGO INVESTMENT MANAGEMENT LTD.,CAMARGO INVESTMENT MANAGEMENT LTD.,,,,,,513-936-5050,HTTP://WWW.CAMARGOLTD.COM,12527120,
"THE MONEY GUYS, LLC",THE MONEY GUYS,,,,,,928-642-7150,HTTP://WWW.WEALTHMANAGEMENTGUY.COM,12528567,0
SCHULER WEALTH PLANNING LLC,SCHULER WEALTH PLANNING LLC,,,,,,614-454-1768,https://www.SCHULERWEALTHPLANNING.com,12528854,26-50
ANTHONY SANSONE,SANSONE & ASSOCIATES,"1100 NW LOOP 410, SUITE 700",SAN ANTONIO,TX,United States,78213,210-558-7218,,12536897,1-10
"HOLDEN WEALTH MANAGEMENT, INC.","HOLDEN WEALTH MANAGEMENT, INC.",,,,,,310-531-3237,,12537000,0
GILLETTE PHILIP EDWARD,CAPE ANN FINANCIAL,,,,,,978-526-0000,,12537000,11-25
"ACARA CAPITAL MANAGEMENT, LLC","ACARA CAPITAL MANAGEMENT, LLC",,,,,,410-271-5782,https://www.acarawealth.com,12537468,
"HARBOR POINT CAPITAL MANAGEMENT, LLC","HARBOR POINT CAPITAL MANAGEMENT, LLC",101 CAMBRIDGE STREET,BURLINGTON,MA,United States,01803,774-893-3351,HTTPS://WWW.LINKEDIN.COM/COMPANY/HARBOR-POINT-CAPITAL-MANAGEMENT-LLC/,12551921,11-25
INTEGRITY FINANCIAL STRATEGIES LLC,INTEGRITY FINANCIAL STRATEGIES,,,,,,253-677-1092,https://integrityfinl.com,12559280,1-10
"BOOTH FINANCIAL PLANNING, LLC",BOOTH FINANCIAL,2271 VALLEYDALE RD.,BIRMINGHAM,AL,United States,35244,205-438-7573,HTTPS://WWW.BRELANDBOOTH.COM,12562880,26-50
TRELLISENT INVESTMENTS,TRELLISENT INVESTMENTS,227 NORTH LOOP 1604 E,SAN ANTONIO,TX,United States,78232,210-957-1235,HTTP://WWW.TRELLISENT.COM,12565000,0
PETERS MANAGEMENT GROUP LLC,PETERS WEALTH GROUP,470 OLDE WORTHINGTON ROAD,WESTERVILLE,OH,United States,43082,(614) 865-2111,http://peterswealthgroup.com/,12577690,0
"MTH TRADING & CAPITAL MANAGEMENT, LLC","MTH TRADING & CAPITAL MANAGEMENT, LLC",,,,,,239-269-0779,,12578000,0
"RICHARD E. EDDY, CFP, LLC",FINANCIAL LEADERSHIP,"4718  LAKE PARK DRIVE, SUITE 1",JOHNSON CITY,TN,United States,37615,423-283-0667,HTTP://WWW.THEFINANCIALLEADERSHIP.COM,12579229,0
"ELLIOTT CAPITAL MANAGEMENT, INC.","ELLIOTT CAPITAL MANAGEMENT, INC.",202 N. CENTER STREET,BLOOMINGTON,IL,United States,61701-3901,309-827-6968,,12581487,0
SCHULTZ AND ASSOCIATES INC.,SCHULTZ AND ASSOCIATES INC.,125 N 2ND ST.,ASHLAND,OR,United States,97520,541-482-5170,,12588389,
"LIFELONG WEALTH STRATEGIES, LLC","LIFELONG WEALTH STRATEGIES, LLC",,,,,,914-761-3237,HTTP://LIFELONGWEALTHSTRATEGIES.COM,12600000,1-10
"STRAVOLO WEALTH MANAGEMENT, LLC","STRAVOLO WEALTH MANAGEMENT, LLC",775 SPARTAN BOULEVARD,SPARTANBURG,SC,United States,29301,864-587-1685,HTTP://WWW.STRAVOLOWEALTH.COM,12600000,0
EXECUTIVE ASSET ADVISORS LLC,EXECUTIVE ASSET ADVISORS LLC,,,,,,602-319-1233,HTTP://WWW.EXECUTIVEASSETADVISORS.COM,12600000,0
"GQO INVESTMENT ADVISORS, INC.","GQO INVESTMENT ADVISORS, INC.",9000 HIGHWAY 2147 WEST,HORSESHOE BAY,TX,United States,78657,210-265-8050,,12601109,0
"SPONHOLZ,RICHARD,OTTO",R.O.S. ASSET MANAGEMENT,,,,,,703 585 8090,,12607446,
IA PRIVATE WEALTH (USA) INC.,IA PRIVATE WEALTH (USA) INC.,26 WELLINGTON ST. EAST SUITE 700,"TORONTO, ONTARIO",,Canada,M5E 1S2,1-855-999-2081,https://iaprivatewealthusa.com/,12612963,0
SKYSAIL WEALTH MANAGEMENT LLC,SKYSAIL WEALTH MANAGEMENT LLC,,,,,,(616)-329-4574,https://www.facebook.com/skysailwealthmanagement,12630946,
RICHARDSON INVESTMENT STRATEGIES LLC,STILLPOINT CAPITAL,,,,,,614-302-5449,https://www.facebook.com/still.point.923,12637700,0
"DUBLIN WEALTH MANAGEMENT, INC.","DUBLIN WEALTH MANAGEMENT, INC.",,,,,,205-447-4628,,12642882,0
"MINERVA WEALTH PLANNING, LLC","MINERVA WEALTH PLANNING, LLC",,,,,,614-266-9809,https://www.linkedin.com/in/maddi-napier-mba-qka-598228141/,12643698,51-100
BRIGHT LANTERN FINANCIAL LLC,BRIGHT LANTERN FINANCIAL LLC,,,,,,773-644-1253,HTTP://BRIGHTLANTERNFINANCIAL.COM,12649432,11-25
"BLACK CREEK WEALTH MANAGEMENT, LLC","BLACK CREEK WEALTH MANAGEMENT, LLC",,,,,,904-240-2930,https://www.blackcreekwm.com,12650000,1-10
"CONTINENTAL FIVE INVESTMENT GROUP, LLC","CONTINENTAL FIVE INVESTMENT GROUP, LLC",1555 POST ROAD EAST,WESTPORT,CT,United States,06880,203-221-0200,,12660000,1-10
"AVIATOR FINANCIAL, LLC","AVIATOR FINANCIAL, LLC",,,,,,717-736-9366,https://www.aviatorfinancial.com,12672535,1-10
"D.A.C. DAVIS INVESTMENT COUNSEL, INC.","D.A.C. DAVIS INVESTMENT COUNSEL, INC.",41A HAZELTON AVENUE,"TORONTO, ONTARIO",,Canada,M5R 2E3,416-324-2200,,12680765,0
"ASPEN TRAIL WEALTH MANAGEMENT, LLC","ASPEN TRAIL WEALTH MANAGEMENT, LLC",,,,,,4809939668,HTTPS://WWW.ASPENTRAILWEALTH.COM,12698071,0
T.A. SALOMON ASSET MANAGEMENT PLLC,T.A. SALOMON ASSET MANAGEMENT PLLC,,,,,,(602) 999-1116,,12700000,
"SANDOS FINANCIAL, INC.",SANDOS FINANCIAL,,,,,,801-849-0049,HTTPS://WWW.LINKEDIN.COM/IN/JASONSANDOS,12700000,0
"STEVENSON ADVISORS, LLC","STEVENSON ADVISORS, LLC",627 W MAIN ST,ASPEN,CO,United States,81611,9174987434,https://stevensoncap.com,12700000,0
DNA WEALTH MANAGEMENT LLC,DNA WEALTH MANAGEMENT LLC,,,,,,850-450-1012,HTTPS://WWW.DNAWEALTHMGT.COM,12703989,0
HAYNIE WEALTH MANAGEMENT LLC,HAYNIE WEALTH MANAGEMENT LLC,8303 N. MOPAC EXPY,AUSTIN,TX,United States,78759,(512) 671-7711,https://www.linkedin.com/in/celina-o-606407202/,12711000,1-10
PETERS INVESTMENT MANAGEMENT INC.,PETERS INVESTMENT MANAGEMENT INC.,4332 CERRITOS AVE SUITE 102,LOS ALAMITOS,CA,United States,90720,714-828-7240,http://petersinvestmentmanagement.com/,12713559,0
"MENON, SASHI",MENON/BROWN ADVISORY GROUP,,,,,,949-661-2097,HTTP://MENONBROWN.COM,12743752,0
WEALTHPORTRAIT FINANCIAL LLC,"WEALTHPORTRAIT FINANCIAL, LLC",,,,,,512-369-3817,,12747000,0
"BAVIELLO INVESTMENT MANAGEMENT, LLC","BAVIELLO INVESTMENT MANAGEMENT, LLC",,,,,,443.278.8880,HTTP://WWW.BAVIELLOINVESTMENT.COM,12747336,
"PARKER WEALTH MANAGEMENT, LLC","PARKER WEALTH MANAGEMENT, LLC",360 BLOOMFIELD AVENUE,WINDSOR,CT,United States,06095,860-432-5802,https://www.linkedin.com/company/parker-wealth-management-llc/,12750000,11-25
"RICHARD P SLATER FINANCIAL PLANNING SERVICES, LLC","RP SLATER FINANCIAL MANAGEMENT, LLC",,,,,,703-766-5720,https://www.rpslater.com,12750000,1-10
FIDUCIA WEALTH MANAGEMENT,FIDUCIA WEALTH MANAGEMENT,150 S. LOS ROBLES AVE,PASADENA,CA,United States,91101,626-395-7770,https://www.linkedin.com/in/juan-salazar-a007311b6/,12752812,1-10
CLAYTON HEDGE FUND ADVISOR LLC,CLAYTON INVESTMENT ADVISOR LLC,,,,,,314-862-7254,,12759594,
"CORNERSTONE ADVISORY, LLC","CORNERSTONE ADVISORY, LLC","119 N BROADWAY STREET, SUITE 102",GREENFIELD,IN,United States,46140,317-462-3310,HTTP://WWW.CORNERSTONE401K.NET,12770841,0
SEMROD CAPITAL LLC,SEMROD CAPITAL LLC,,,,,,415-446-8581,https://semrodcapital.com,12772381,0
"WMW MANAGEMENT, INC.","WMW MANAGEMENT, INC.",722 W SHEPARD LANE STE 103,FARMINGTON,UT,United States,84025,801-451-9500,,12777943,
"ANCHORY, LLC","ANCHORY, LLC",,,,,,817-203-7325,https://twitter.com/WeAreAnchory/,12784985,11-25
"IRONWOOD CAPITAL MANAGEMENT, LLC","IRONWOOD CAPITAL MANAGEMENT, LLC",,,,,,727-530-9100,HTTPS://WWW.IRONWOODCM.COM,12795668,
INTELLIGENT INVESTMENTS LLC,INTELLIGENT INVESTMENTS,1601 EAST 69TH STREET,SIOUX FALLS,SD,United States,57108,605-271-0271,,12800000,51-100
"MACINO FINANCIAL, LLC","MACINO FINANCIAL, LLC",1142 CORPORATE DRIVE,HOLLAND,OH,United States,43528,419-491-0909,https://www.linkedin.com/company/macino-financial-services/people/,12800400,1-10
"BRIDGFORD WEALTH ADVISORY, LLC","BRIDGFORD WEALTH ADVISORY, LLC","1800 3RD AVE., SUITE 411",ROCK ISLAND,IL,United States,61201,309-743-1150,,12803924,26-50
LEGACY FINANCIAL PLANNING LLC,"JEFF ELLIOTT, CFPÂ®",,,,,,435-214-1000,HTTP://WWW.JEFFELLIOTTFINANCIAL.COM,12809696,26-50
CAVAN CAPITAL MANAGEMENT LLC,CAVAN CAPITAL MANAGEMENT LLC,13935 OLD COAST ROAD,NAPLES,FL,United States,34110,312-961-4820,https://www.cavancapitalllc.com,12814640,0
"COMMONCENTS WEALTH ADVISORS, LLC","COMMONCENTS WEALTH ADVISORS, LLC",2144 SEVEN SPRINGS BLVD,NEW PORT RICHEY,FL,United States,34655,727-376-7100,HTTP://WWW.COMMONCENTSWEALTHADVISORS.COM,12823842,0
"THE FISCAL FITNESS COMPANY, INC.","THE FISCAL FITNESS COMPANY, INC.",,,,,,844-934-7225,HTTP://WWW.FISCALFITNESSCOMPANY.COM,12825888,51-100
"TYTHON CAPITAL, LLC",TYME ADVISORS,5851 LEGACY CIRCLE,PLANO,TX,United States,75024,469-480-7904,https://www.linkedin.com/company/tymeadvisors,12827000,11-25
SOUTHSHORE FINANCIAL PLANNING LLC,SOUTHSHORE FINANCIAL PLANNING,1600 E. 8TH AVE.,TAMPA,FL,United States,33605,813-406-0544,https://www.linkedin.com/in/chris-shoup-cfp%C2%AE-06957a56/,12831525,26-50
5 STONE INVESTMENTS LLC,"5 STONE FINANCIAL GROUP, LLC",,,,,,763-290-1980,HTTPS://WWW.FACEBOOK.COM/ROSSWELTE,12852875,0
"ZERBA, JOHN C",5 STAR INVESTING,512 N MAIN,MILTON-FREEWATER,OR,United States,97862,541-938-6105,,12859461,26-50
"SECURAWEALTH INVESTMENT STRATEGIES, LLC",SECURAWEALTH,,,,,,888-914-6837,HTTPS://WWW.SECURAWEALTH.COM,12861230,0
"KEYSTONE WEALTH ADVISORS, LLC","KEYSTONE WEALTH ADVISORS, LLC",401 RYLAND STREET,RENO,NV,United States,89502,(775) 786-4900,http://www.keystone4wealth.com/,12871105,1-10
WEALTHN LLC,UP FINTECH ASSET MANAGEMENT,18 CAMPUS BOULEVARD,NEWTOWN SQUARE,PA,United States,19073,480-631-4700,https://www.upfintecham.com,12884509,0
ESTEP CAPITAL MANAGEMENT,ESTEP CAPITAL MANAGEMENT,,,,,,504-312-1271,,12890000,1-10
"REBELLION CAPITAL ADVISORS, LLC","REBELLION CAPITAL ADVISORS, LLC",223 WEST JACKSON BLVD,CHICAGO,IL,United States,60606,866-802-4422,HTTPS://WWW.REBELLIONCAPITALADVISORS.COM,12893789,0
"MARTIN, KEVIN BAYARD",OAK PEAK FINANCIAL,750 MENLO AVENUE,MENLO PARK,CA,United States,94025,(650) 434-6600,HTTPS://OAKPEAKFINANCIAL.EGNYTE.COM,12900328,26-50
ANDVARI ASSOCIATES LLC,ANDVARI ASSOCIATES LLC,,,,,,478-718-0900,HTTP://WWW.ANDVARIASSOCIATES.COM,12901014,
"LONGEST & YOUNG, LLC","LONGEST & YOUNG, LLC",117 CENTER PARK DR. SUITE 102,KNOXVILLE,TN,United States,37922,(865) 240-3259,,12906150,0
"BAYROCK FINANCIAL, L.L.C.","BAYROCK FINANCIAL, L.L.C.",5000 GULF FREEWAY,HOUSTON,TX,United States,77023,832-895-1700,https://bayrockfinancial.com/,12910000,0
"LINDUS ADVISORS, INC.","LINDUS ADVISORS, INC.",12900 PRESTON ROAD,DALLAS,TX,United States,75230-1329,972-387-8474,HTTPS://WWW.FACEBOOK.COM/LINDUS-ADVISORS-INC-125452820900154/,12914305,0
"ALVISTA WEALTH CONSULTING, LLC","ALVISTA WEALTH CONSULTING, LLC",,,,,,(860) 836-8221,,12916448,0
"SIMMONS ASSET MANAGEMENT, LLC","SIMMONS ASSET MANAGEMENT, LLC",,,,,,225-612-2442,HTTP://WWW.SIMMONSSTRATEGY.COM/,12920000,51-100
"GLOBAL WEALTH, LLC","GLOBAL WEALTH, LLC",1755 TELSTAR,COLORADO SPRINGS,CO,United States,80920,866-566-6639,,12923419,26-50
"ROSEHEART INVESTMENT ADVISORS, LLC","ROSEHEART INVESTMENT ADVISORS, LLC",,,,,,201-788-1813,,12924277,
"BLUM CAPITAL MANAGEMENT, LLC","BLUM CAPITAL MANAGEMENT, LLC",724 WEST WASHINGTON STREET,BRAINERD,MN,United States,56401,218-251-2936,https://www.blumcapitalmanagement.com,12927527,0
STRATEGIC INVESTMENT SERVICES INC,STRATEGIC INVESTMENT SERVICES INC,568 HIGH STREET,BURLINGTON,NJ,United States,08016,609-386-6556,,12927823,11-25
INSIGHTS INVESTMENTS LLC,INSIGHTS INVESTMENTS,3101 PARK BLVD,PALO ALTO,CA,United States,94306,6504850277,https://www.linkedin.com/company/insights-investments/mycompany/,12939037,
IVORY GLOBAL CAPITAL GROUP,IVORY GLOBAL CAPITAL GROUP,1318 E. SHAW AVE. #305,FRESNO,CA,United States,93710,559-225-1306,,12940211,0
"AFCG, LLC","AFCG, LLC",7113 THREE CHOPT ROAD,RICHMOND,VA,United States,23226,804-672-0040,HTTP://WWW.AFCGLLC.COM,12943410,1-10
BRUNGER FINANCIAL LLC,BRUNGER FINANCIAL,,,,,,415-568-0489,,12959199,1-10
"TOMACCHIO FINANCIAL, LLC",CE THOMAS ASSET MANAGEMENT,,,,,,520-275-4824,HTTP://WWW.OROVALLEYADVISORS.COM,12961549,1-10
"JSK CAPITAL ADVISORS, LLC","JSK CAPITAL ADVISORS, LLC",404 WYMAN STREET,WALTHAM,MA,United States,02451,(781) 890-3150,HTTP://WWW.JSK-CAPITAL.COM/,12964593,0
"STUDDARD FINANCIAL, LLC","STUDDARD FINANCIAL, LLC",,,,,,941-228-1016,HTTPS://WWW.FACEBOOK.COM/SARASOTAINVESTMENTADVISER,12966855,0
